system index,primary star type,close companion exists?,close companion star type,distant companion exists?,distant companion star type,primary name,close companion name,distant companion name,age,primary luminosity,close companion luminosity,distant companion luminosity,id,name,parent star(s),orbit index,parent body,moon index,belt length,type,size,composition,density,atmosphere thickness,primary atmospheric gas,oxygen,greenhouse effect,base temperature,proper temperature,surface liquid,liquid coverage,rings,geologically active,life,civilization,visual style,v2.0.0
        0,1,false,-1,false,-1,Scimer,Plojilo B,Turlothurs B,7.9,0.011305557709608248,0,0,10,Notrur,1,29,-1,-1,3,1,0.0008,0,0.9,0,0,0,0,1,1,0,0,0,false,0,0,3,
        0,1,false,-1,false,-1,Scimer,Plojilo B,Turlothurs B,7.9,0.011305557709608248,0,0,11,Raan,1,29,-1,-1,3,1,0.0024,0,0.9,1,1,0,0,1,1,0,0,0,false,0,0,0,
        0,1,false,-1,false,-1,Scimer,Plojilo B,Turlothurs B,7.9,0.011305557709608248,0,0,12,Plamar,1,29,10,0,null,2,0.00009,3,1.0,0,0,0,0,1,1,0,0,0,false,0,0,4,
        0,1,false,-1,false,-1,Scimer,Plojilo B,Turlothurs B,7.9,0.011305557709608248,0,0,13,Derpe,1,29,11,0,null,2,0.00007,1,0.3,0,0,0,0,1,1,0,0,0,true,2,2,2,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,0,Ie,1,13,-1,-1,null,0,16,5,0.2,-1,-1,0,0,6,6,0,0,1,false,0,0,2,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,1,Phurplovort,1,36,-1,-1,null,0,25,4,0.2,-1,-1,0,0,0,0,0,0,1,false,0,0,1,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,2,Partert,1,25,-1,-1,null,0,13,4,0.2,-1,-1,0,0,2,2,0,0,1,false,0,0,5,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,3,Lache,1,18,-1,-1,null,0,1,2,0.7,6,1,0,4,4,6,0,0,0,false,0,0,2,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,4,Stetirs,1,9,-1,-1,null,0,0.06,0,0.8,1,1,0,0,8,8,0,0,0,false,0,0,1,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,5,Romertes,1,7,-1,-1,4,1,0.0029,0,1.1,0,0,0,0,9,9,0,0,0,false,0,0,3,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,6,Thirde,1,7,-1,-1,4,1,0.001,0,0.9,0,0,0,0,9,9,0,0,0,false,0,0,3,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,7,Rebur,1,7,-1,-1,4,1,0.00053,0,0.7,0,0,0,0,9,9,0,0,1,false,0,0,2,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,8,Rethecha,1,7,-1,-1,4,1,0.00047,2,0.8,0,0,0,0,9,9,0,0,0,false,0,0,4,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,9,Arferse,1,21,-1,-1,3,1,0.00009,1,0.5,0,0,0,0,3,3,0,0,1,true,2,2,5,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,10,Scistis,1,21,-1,-1,3,1,0.001,1,0.4,0,0,0,0,3,3,0,0,1,true,2,0,2,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,11,Thysta,1,21,-1,-1,3,1,0.00011,1,0.4,0,0,0,0,3,3,0,0,0,true,2,2,4,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,12,Gletharat,1,13,0,0,null,4,0.04,0,0.7,0,0,0,0,6,6,0,0,0,false,0,0,5,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,13,Kechat,1,36,1,0,null,5,0.015,1,0.4,0,0,0,0,0,0,0,0,0,true,2,2,1,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,14,Uphorkat,1,36,1,1,null,5,0.003,1,0.4,0,0,0,0,0,0,0,0,0,true,2,2,4,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,15,Birpa,1,25,2,0,null,4,0.04,1,0.4,1,1,0,0,2,2,0,0,0,true,2,2,3,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,16,Late,1,18,3,0,null,3,0.00016,1,0.4,0,0,0,0,4,4,0,0,0,true,2,0,5,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,17,Nuparstobis,1,7,6,0,null,2,0.00012,0,0.7,0,0,0,0,9,9,0,0,0,false,0,0,3,
        1,1,true,4,false,-1,Blodun A,Blodun B,Turlothurs B,7.3,0.016368695479855738,3.702720739918991,0,18,Tharthausten,1,21,10,0,null,2,0.00007,1,0.4,0,0,0,0,3,3,0,0,0,false,0,0,5,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,0,Thercabobat,1,22,-1,-1,null,0,300,5,0.2,-1,-1,0,0,3,3,0,0,1,false,0,0,2,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,1,Difle,1,13,-1,-1,null,0,200,5,0.2,-1,-1,0,0,6,6,0,0,1,false,0,0,1,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,2,Varlenuju,1,9,-1,-1,null,0,10,5,0.2,-1,-1,0,0,8,8,0,0,0,false,0,0,4,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,3,Nicirnut,1,18,-1,-1,null,0,2.3,1,0.3,6,1,0,1,4,4,0,0,0,true,2,0,3,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,4,Plamit,1,38,-1,-1,null,0,0.06,1,0.4,0,0,0,0,0,0,0,0,0,true,2,2,1,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,5,Phopanymur,1,28,-1,-1,null,0,0.7,2,1.2,3,1,0,2,1,1,4,0.1,1,false,0,0,3,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,6,Thethis,1,26,-1,-1,null,0,1,1,0.4,4,1,0,0,2,2,0,0,0,true,2,2,2,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,7,Purnas,1,2,-1,-1,null,0,0.7,0,1.0,3,1,0,2,14,15,0,0,0,false,0,0,4,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,8,Cirdulin,1,40,-1,-1,4,1,0.00021,1,0.5,0,0,0,0,0,0,0,0,0,true,2,2,1,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,9,Laves,1,40,-1,-1,4,1,0.0017,1,0.3,0,0,0,0,0,0,0,0,0,true,2,2,5,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,10,Fafern,1,40,-1,-1,4,1,0.00043,1,0.3,0,0,0,0,0,0,0,0,0,true,2,0,1,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,11,Merre,1,40,-1,-1,4,1,0.0006,1,0.4,0,0,0,0,0,0,0,0,1,true,2,0,0,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,12,Chobur,1,34,-1,-1,4,1,0.00012,0,1.0,0,0,0,0,0,0,0,0,0,false,0,0,1,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,13,Liturlo,1,34,-1,-1,4,1,0.0005,1,0.3,0,0,0,0,0,0,0,0,1,true,2,0,2,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,14,Scetrurtun,1,34,-1,-1,4,1,0.0011,1,0.5,0,0,0,0,0,0,0,0,0,true,2,2,4,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,15,Trises,1,34,-1,-1,4,1,0.0006,1,0.3,0,0,0,0,0,0,0,0,1,true,2,0,1,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,16,Stosert,2,12,-2,-1,null,0,3.5,3,1.4,5,1,0,3,6,7,0,0,0,false,0,0,0,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,17,Blathordan,2,7,-2,-1,null,0,1.5,0,0.7,3,1,0,1,9,10,1,0.02,0,false,0,0,1,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,18,Mebes,2,17,-2,-1,null,0,0.2,0,1.1,2,1,0,0,4,4,0,0,0,false,0,0,5,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,19,Favarvirn,2,28,-2,-1,null,0,0.06,1,0.3,1,2,0,0,1,1,0,0,1,true,2,2,4,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,20,Tana,2,36,-2,-1,null,0,0.2,1,0.4,0,0,0,0,0,0,0,0,1,true,2,0,5,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,21,Plaber,2,33,-2,-1,2,1,0.00047,0,0.9,0,0,0,0,0,0,0,0,1,false,0,0,3,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,22,Shurge,2,33,-2,-1,2,1,0.00043,1,0.3,0,0,0,0,0,0,0,0,1,true,2,0,1,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,23,Scharve,2,1,-2,-1,2,1,0.00047,0,0.7,0,0,0,0,15,15,0,0,1,false,0,0,1,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,24,Chiters,2,1,-2,-1,2,1,0.00033,0,0.8,0,0,0,0,15,15,0,0,0,false,0,0,1,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,25,Clohajitar,2,25,-2,-1,2,1,0.0006,1,0.3,0,0,0,0,2,2,0,0,0,true,2,0,1,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,26,Gunu,2,25,-2,-1,2,1,0.00024,1,0.3,0,0,0,0,2,2,0,0,1,true,2,0,4,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,27,Maste,1,22,0,0,null,5,0.1,1,0.4,1,2,0,0,3,3,0,0,0,false,0,0,2,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,28,Plothuripars,1,22,0,1,null,5,0.015,1,0.5,0,0,0,0,3,3,0,0,0,true,2,0,3,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,29,Taben,1,22,0,2,null,5,0.00007,1,0.5,0,0,0,0,3,3,0,0,0,true,2,2,3,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,30,Nado,1,22,0,3,null,5,0.08,3,1.4,1,2,0,0,3,3,0,0,0,false,0,0,5,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,31,Furvin,1,22,0,4,null,5,0.02,1,0.4,1,2,0,0,3,3,0,0,0,false,0,0,4,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,32,Eschot,1,22,0,5,null,5,0.005,1,0.5,1,1,0,0,3,3,0,0,0,true,2,0,2,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,33,Ferquau,1,22,0,6,null,5,0.01,1,0.3,1,1,0,0,3,3,0,0,0,true,2,2,5,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,34,Pertascit,1,13,1,0,null,5,0.0012,0,1.0,0,0,0,0,6,6,0,0,0,false,0,0,3,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,35,Nabes,1,13,1,1,null,5,0.00012,0,1.0,0,0,0,0,6,6,0,0,0,false,0,0,0,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,36,Haorkert,1,13,1,2,null,5,0.00012,0,1.0,0,0,0,0,6,6,0,0,0,false,0,0,4,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,37,Muscenat,1,13,1,3,null,5,0.003,0,0.6,1,1,0,0,6,6,0,0,0,false,0,0,4,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,38,Pelar,1,13,1,4,null,5,0.00016,0,1.0,0,0,0,0,6,6,0,0,0,false,0,0,5,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,39,Trili,1,13,1,5,null,5,0.08,3,1.1,1,1,0,0,6,6,0,0,0,false,0,0,5,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,40,Nina,1,9,2,0,null,4,0.00007,0,0.7,0,0,0,0,8,8,0,0,0,false,0,0,5,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,41,Schicurs,1,9,2,1,null,4,0.00007,0,1.0,0,0,0,0,8,8,0,0,0,false,0,0,5,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,42,Pepit,1,28,5,0,null,3,0.00012,1,0.4,0,0,0,0,1,1,0,0,0,true,2,0,3,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,43,Cuchasti,1,40,9,0,null,2,0.00009,1,0.4,0,0,0,0,0,0,0,0,0,false,0,0,4,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,44,Vipartascites,1,34,14,0,null,2,0.00016,1,0.4,0,0,0,0,0,0,0,0,0,true,2,2,5,
        2,2,false,-1,true,1,Quani A,Blodun B,Quani B,9.7,0.2991191100511388,0,0.02070962937518885,45,Pelarat,2,28,19,0,null,3,0.00021,1,0.4,0,0,0,0,1,1,0,0,0,true,2,0,2,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,0,Haros,1,8,-1,-1,null,0,3.5,0,0.7,4,1,0,1,9,10,0,0,0,false,0,0,5,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,1,Rarhe,1,14,-1,-1,null,0,0.4,0,0.8,2,1,0,0,5,5,0,0,0,false,0,0,3,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,2,Fiur,1,34,-1,-1,null,0,0.7,1,0.5,0,0,0,0,0,0,0,0,1,true,1,0,4,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,3,Maroscuthes,1,25,-1,-1,null,0,0.85,1,0.3,5,1,0,2,2,2,0,0,0,true,1,0,2,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,4,Larat,1,37,-1,-1,null,0,0.55,1,0.3,0,0,0,0,0,0,0,0,0,true,1,0,5,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,5,Sciscit,1,31,-1,-1,1,1,0.00018,1,0.4,0,0,0,0,1,1,0,0,0,true,2,0,5,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,6,Tascilen,1,18,-1,-1,4,1,0.0008,1,0.3,0,0,0,0,4,4,0,0,1,true,1,0,2,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,7,Gaty,1,18,-1,-1,4,1,0.00047,3,1.1,0,0,0,0,4,4,0,0,0,false,0,0,0,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,8,Gora,1,18,-1,-1,4,1,0.0011,1,0.5,0,0,0,0,4,4,0,0,1,true,2,0,4,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,9,Toit,1,18,-1,-1,4,1,0.00011,1,0.5,0,0,0,0,4,4,0,0,1,true,2,2,1,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,10,Stekiime,1,40,-1,-1,3,1,0.00033,1,0.5,0,0,0,0,0,0,0,0,1,true,1,0,4,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,11,Menearn,1,40,-1,-1,3,1,0.00012,1,0.5,0,0,0,0,0,0,0,0,0,true,1,0,4,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,12,Umun,1,40,-1,-1,3,1,0.0008,1,0.4,0,0,0,0,0,0,0,0,1,true,1,0,2,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,13,Cescefu,1,18,6,0,null,2,0.00007,1,0.5,0,0,0,0,4,4,0,0,0,true,2,0,0,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,14,Phodur,1,18,8,0,null,2,0.00012,3,1.3,0,0,0,0,4,4,0,0,0,false,0,0,4,
        3,1,true,1,false,-1,Tokero A,Tokero B,Quani B,4.0,0.09751052273077532,0.06747622151582856,0,15,Retirshe,1,40,12,0,null,2,0.00016,3,1.1,0,0,0,0,0,0,0,0,0,false,0,0,0,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,0,Chari,1,36,-1,-1,null,0,500,5,0.2,-1,-1,0,0,0,0,0,0,1,false,0,0,4,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,1,Marca,1,15,-1,-1,null,0,500,5,0.2,-1,-1,0,0,5,5,0,0,1,false,0,0,1,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,2,Gibirs,1,11,-1,-1,null,0,1.8,0,0.6,4,1,0,1,7,7,0,0,0,false,0,0,5,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,3,Quavapivot,1,2,-1,-1,null,0,0.3,0,0.7,6,2,0,5,14,17,0,0,1,false,0,0,5,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,4,Tevorrha,1,20,-1,-1,null,0,0.2,1,0.4,2,1,0,0,3,3,0,0,0,true,1,0,5,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,5,Tasciryn,1,22,-1,-1,null,0,0.7,1,0.5,5,1,0,4,3,4,0,0,0,false,0,0,5,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,6,Reston,1,27,-1,-1,4,1,0.0004,1,0.3,0,0,0,0,1,1,0,0,0,true,2,2,2,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,7,Pecot,1,27,-1,-1,4,1,0.00014,1,0.3,0,0,0,0,1,1,0,0,1,true,2,2,3,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,8,Cufas,1,27,-1,-1,4,1,0.0035,1,0.3,1,1,0,0,1,1,0,0,1,true,2,2,1,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,9,Varphu,1,27,-1,-1,4,1,0.00063,1,0.4,0,0,0,0,1,1,0,0,0,true,2,2,3,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,10,Tuvun,1,41,-1,-1,3,1,0.0012,3,1.2,0,0,0,0,0,0,0,0,0,false,0,0,4,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,11,Mecitu,1,41,-1,-1,3,1,0.00014,1,0.4,0,0,0,0,0,0,0,0,0,true,2,2,4,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,12,Clormar,1,41,-1,-1,3,1,0.0035,1,0.4,0,0,0,0,0,0,0,0,1,true,2,0,5,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,13,Truros,1,8,-1,-1,3,1,0.00007,0,0.7,0,0,0,0,9,9,0,0,0,false,0,0,4,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,14,Scarthubres,1,8,-1,-1,3,1,0.00043,3,1.0,0,0,0,0,9,9,0,0,0,false,0,0,4,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,15,Ou,1,8,-1,-1,3,1,0.00037,3,1.2,0,0,0,0,9,9,0,0,1,false,0,0,5,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,16,Tila,1,31,-1,-1,5,1,0.0003,1,0.5,0,0,0,0,1,1,0,0,0,true,2,2,4,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,17,Ertys,1,31,-1,-1,5,1,0.0029,1,0.4,0,0,0,0,1,1,0,0,1,true,2,2,2,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,18,Onulat,1,31,-1,-1,5,1,0.0035,3,1.4,0,0,0,0,1,1,0,0,0,false,0,0,4,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,19,Abarfa,1,31,-1,-1,5,1,0.00063,1,0.5,0,0,0,0,1,1,0,0,0,true,2,0,3,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,20,Nitina,1,31,-1,-1,5,1,0.0011,1,0.5,0,0,0,0,1,1,0,0,0,true,2,0,0,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,21,Tosorrors,1,36,0,0,null,5,0.00012,1,0.4,0,0,0,0,0,0,0,0,0,true,2,2,3,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,22,Roflun,1,36,0,1,null,5,0.06,1,0.3,0,0,0,0,0,0,0,0,0,true,2,0,5,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,23,Uphat,1,36,0,2,null,5,0.04,1,0.4,0,0,0,0,0,0,0,0,0,true,1,0,4,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,24,Birces,1,36,0,3,null,5,0.02,1,0.3,0,0,0,0,0,0,0,0,0,false,0,0,2,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,25,Neebatha,1,36,0,4,null,5,0.04,1,0.4,0,0,0,0,0,0,0,0,0,true,1,0,5,
        4,2,false,-1,false,-1,Avo,Tokero B,Quani B,5.2,0.4461274848443514,0,0,26,Barli,1,11,2,0,null,4,0.00007,0,1.1,0,0,0,0,7,7,0,0,0,false,0,0,4,
